what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428569661385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569662837
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428569665302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569665757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428569668576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569670406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569672382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428569673168
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428569683357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428569699217
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428569703389
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1428569705405
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428569710983
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428569715006
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1428569717657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569717949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569720291
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1428569721694
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428569724101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569725785
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428569728205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569730762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428569731260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569734010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569735585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428569751307
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428569756663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428569795744
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428569797400
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1428569800028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569800356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569805738
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428569805748
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1428569806564
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428569808390
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428569809035
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428569813005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569815908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569819477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428569819783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569821676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569823044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428569823383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569834907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569909724
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428569911538
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428569917657
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428569918252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428569923117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570006152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570016921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570071507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570090317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570092293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570095868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570263744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570282442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570303798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570308720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570455385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570455495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570457032
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428570457340
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1428570458381
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1428570458381
stopped,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1428570458381
stopped,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1428570459351
stopped,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1428570459351
stopped,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1428570459351
stopped,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1428570459351
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1428570459351
