what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1428572108843
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1428572108843
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1428572108844
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1428572108844
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1428572108844
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1428572108845
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1428572108845
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1428572108845
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1428572108846
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1428572108846
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1428572108847
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1428572108847
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1428572108847
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1428572108847
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1428572108848
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1428572108848
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1428572108849
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1428572108849
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1428572108850
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1428572108850
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1428572108851
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1428572108851
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1428572108851
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1428572108852
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1428572108852
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1428572108853
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1428572108854
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1428572108854
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1428572108854
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1428572108855
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1428572108855
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1428572108855
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1428572108856
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1428572108856
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1428572108856
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1428572108857
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1428572108857
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1428572108858
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1428572108858
started,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1428572108858
started,bundle,com.altera.sbtgui.integration,14.0.0.200,"com.altera.sbtgui.integration",1428572108859
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1428572108859
started,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1428572108859
started,bundle,com.altera.systemconsole,14.0.0.200,"com.altera.systemconsole",1428572108859
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.200,"com.altera.systemconsole.designs.plugin",1428572108860
started,bundle,com.altera.utilities,14.0.0.200,"com.altera.utilities",1428572108860
os,sysinfo,,,"win32",1428572108862
arch,sysinfo,,,"x86_64",1428572108862
ws,sysinfo,,,"win32",1428572108862
locale,sysinfo,,,"en_US",1428572108862
processors,sysinfo,,,"8",1428572108862
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1428572108862
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1428572108862
java.specification.name,sysinfo,,,"Java Platform API Specification",1428572108862
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1428572108862
java.specification.version,sysinfo,,,"1.6",1428572108862
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1428572108862
java.version,sysinfo,,,"1.6.0_23",1428572108862
java.vm.info,sysinfo,,,"mixed mode",1428572108862
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1428572108862
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1428572108862
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1428572108862
java.vm.specification.version,sysinfo,,,"1.0",1428572108862
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1428572108862
java.vm.version,sysinfo,,,"19.0-b09",1428572108862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572109737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572112306
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428572112318
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1428572112481
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1428572114751
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1428572114756
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1428572114756
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1428572114757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572114794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572117567
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1428572120820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572121105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572124443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572126672
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1428572128481
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1428572128482
started,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1428572128482
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1428572128486
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1428572128500
started,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1428572129647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572137559
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1428572137583
opened,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428572139701
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1428572139864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572158870
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428572167134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572167141
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428572167158
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428572170885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428572171408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572174397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572176823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428572177215
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1428572207756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572251111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572433271
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1428572433925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572449671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572454474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428572455036
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1428572461068
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428572467381
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x90, /cygdrive/u/ECE385/ece385lab9/trunk/software/lab9_app/lab9_app.elf] return code: 4, 'other error'",1428572475320
error,log,,,"Downloading ELF Process failed",1428572475325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572475351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572476265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572486474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572491323
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1428572495026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572495369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572497926
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1428572500700
